C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_231.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_231.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_231.jpg, 0, 0, 0, 7.887583E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_364.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_364.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_364.jpg, 0, 0, 0, 7.817458E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_469.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_469.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_469.jpg, 0, 0, 0, 7.813378E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_577.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_577.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_577.jpg, 0, 0, 0, 7.824367E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_682.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_682.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_682.jpg, 0, 0, 0, 8.080869E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_786.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_786.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_786.jpg, 0, 0, 0, 7.869808E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_35_891.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_35_891.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_35_891.jpg, 0, 0, 0, 8.079251E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_007.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_007.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_007.jpg, 0, 0, 0, 7.825075E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_123.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_123.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_123.jpg, 0, 0, 0, 7.939345E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_230.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_230.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_230.jpg, 0, 0, 0, 7.814711E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_329.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_329.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_329.jpg, 0, 0, 0, 7.834944E-05
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_525.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_525.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_525.jpg, 0, 0.5800809, 0, 1.349799
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_626.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_626.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_626.jpg, 0, 0.8891525, 0, 2.301095
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_825.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_825.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_825.jpg, 0, 1, 0, 4.657535
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_36_929.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_36_929.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_36_929.jpg, 0, 1, 0, 5.816846
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_042.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_042.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_042.jpg, 0, 1, 0, 7.193279
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_178.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_178.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_178.jpg, 0, 1, 0, 8.553699
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_289.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_289.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_289.jpg, 0, 1, 0, 9.898225
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_405.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_405.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_405.jpg, 0, 1, 0, 11.22689
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_510.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_510.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_510.jpg, 0, 1, 0, 12.36156
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_619.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_619.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_619.jpg, 0, 1, 0, 13.3498
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_739.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_739.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_739.jpg, -0.2419622, 1, 0, 14.59248
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_831.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_831.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_831.jpg, -0.5487232, 1, 0, 15.7123
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_37_936.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_37_936.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_37_936.jpg, -0.283039, 1, 0, 16.53008
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_38_049.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_38_049.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_38_049.jpg, 0, 1, 0, 17.78929
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_38_151.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_38_151.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_38_151.jpg, 0, 1, 0, 18.98444
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_440.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_440.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_440.jpg, -1, 0, 0, 17.72534
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_549.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_549.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_549.jpg, -0.6644594, 0, 0, 17.08522
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_666.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_666.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_666.jpg, -0.3142226, 0, 0, 16.91907
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_781.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_781.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_781.jpg, 0, 0, 0, 16.68765
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_883.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_883.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_883.jpg, 0, 0, 0, 17.02335
C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\center_2019_02_22_23_20_43_986.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\left_2019_02_22_23_20_43_986.jpg, C:\Users\Lenovo\Desktop\Projects\Self Driving Car\Data\IMG\right_2019_02_22_23_20_43_986.jpg, 0, 0, 0, 16.3119
